itemfield0,itemfield1,itemfield2,itemfield3,itemfield4,itemfield5,itemfield6,itemfield7,itemfield8,itemfield9,itemfield10,itemfield11,itemfield12,itemfield13,itemfield14,itemfield15,itemfield16,itemfield17,itemfield18,itemfield19,itemfield20,itemfield21,itemfield22,itemfield23,itemfield24,itemfield25,itemfield26,itemfield27,itemfield28,itemfield29,itemfield30,itemfield31,itemfield32,itemfield33,itemfield34,itemfield35,itemfield36
F00024,"Due profeti","CAROZZO, Carlo","Editrice A.V.E.",NULL,NULL,1971,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BS 1585 .4 .C3 ; BS 1565 .4 .C3",NULL,Roma,"157p. ; 17cm.","l'amore, il potere",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00025,"La chiesa fra gli uomini","BETTAZZI, Luigi",A.V.E.,NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 303 .B4",NULL,Roma,"98p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00026,"Paul Tillich","BERTALOT, Renzo","Editrice A.V.E.",NULL,NULL,1971,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 128 B4",NULL,Roma,"117(3)p. ; 19cm.","una teologia per il XX secolo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00027,"La Morale della notizia","CASILLO, Pasquale","Edizioni Paoline",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 1901 .37 .C3",NULL,Roma,"225(3)p. ; 19cm.","notizia, giornalista e recettore a confronto negli strumenti della  comunicazione sociale",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00028,"Personalita e sesso","DE MARTINI, Nicola","Edizioni Paoline",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1932 .D4",NULL,Roma,"284p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00029,"L'uomo manipolatore","ENDRES, Josef","Edizioni Paoline",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1786 .E5",NULL,Roma,"134p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00030,"Rapporti sessuali prima e fuori del matrimonio","SCHLEGELBERGER, Bruno","Edizioni Paoline",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: Vor-und ausserrehelicher geschlechtsverkebr ; Includes bibliography and Index",NULL,NULL,"BQT 1932 .S3",NULL,Roma,"391p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00031,"Il personalismo","MOUNIER, Emmanuel","Editrice A.V.E.",NULL,NULL,1964,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"B 828 .5 .M58",NULL,Roma,"169p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00032,"Bipolarita del cristiano","NEDONCELLE, MAurice","Editrice A.V.E.",NULL,NULL,1971,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Le chretien appartient a deux mondes",NULL,NULL,"BQT 234 .N4",NULL,Roma,"199p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00033,"Chiesa e aborto","MARTELET, Gustave","Editrice A.V.E.",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: 2000 ans d'accueil a la vie",NULL,NULL,"BQT 1912 .3 .M3",NULL,Roma,"102p. ; 21cm.","duemila anni di accoglienza alla vita",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00034,"L'uomo e il denaro","ELLUL, Jacques","Editrice A.V.E.",NULL,NULL,1969,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: L'homme e l'argent",NULL,NULL,"BQT 3435 .E4",NULL,Roma,"171p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00035,"Per un'etica sociale cristiana","MEHL, Roger",A.V.E.,NULL,NULL,1968,NEW,"Christian social ethics",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3415 .M4",NULL,Rome,"87p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00036,"La Violenza",NULL,"Editrice A.V.E.",NULL,NULL,1968,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1921 .2 .V5",NULL,Roma,"254p. ; 22cm.","Atti della Settimana degli Intellettuali Cattolici Francese (1-7 febbraio  1967)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00037,"Al timone di questa nave che e' la Chiesa","JOHN PAUL I, Pope",A.V.E.,NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQX 1137 .A4",NULL,Roma,"31(1)p. ; 22cm.","messaggi e discorsi dei primi giorni di pontificato",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00039,"Il ministero conuigale","TETTAMANZI, Dionigi","Editrice A.V.E.",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2936 .T4",NULL,Roma,"252p. ; 22cm.","spazio pastorale della coppia cristiana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00040,"Sposarsi nel Signore","TETTAMANZI, Dionigi",A.V.E.,NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1423 .T4",NULL,Roma,"180p. ; 21cm.","commento e testo del documento'Evangelizzazione e sacramento del  matrimonio'",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00041,"Towards a theology of story","NAVONE, John","St. Paul Publications",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 246 .N3",NULL,Slough,"156p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00042,"Il Matrimonio","VALSECCHI, Ambrogio",AVE,NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2073 .V3",NULL,Roma,"126p. ; 19cm.","suggerimenti di morale cristiana",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00043,"Il Cristiano nel mondo","RIVA, Clemente","Editrice A.V.E.",NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2188 .R5",NULL,Roma,"136p. ; 18cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00044,"Verso una teologia dell'azione","COMBLIN, Joseph","Editrice A.V.E.",NULL,NULL,1967,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Hacia una teologia de la accion",NULL,NULL,"BQT 2917 .C6",NULL,Roma,"134p. ; 19cm.","trent'anni di ricerche",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00045,"Socialismo e autogestione","MEISTER, Albert",A.V.E.,NULL,NULL,1967,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Socialisme et autogestion: l'experience yougoslave",NULL,NULL,"HX 366 .5 .M4",NULL,Roma,"342p. ; 18cm.","l'esperienza jugoslava",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00046,"CRISTIANI e Marxisti","FABBRI, Luigi....et al.","Editrice A.V.E.",NULL,NULL,1967,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BR 128 .M3",NULL,Roma,"136p. ; 18cm.","dailogo per il futuro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00047,"POTERE e societa'","CROZIER, Michel....et al.","Editrice A.V.E.",NULL,NULL,1967,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"JA 76 .P6",NULL,Roma,"175p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00048,"La vita politica dei cristiani","DOMENACH, Jean-Marie...et al.",A.V.E.,NULL,NULL,1968,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: La vie politique des chretiens",NULL,NULL,"BQT 1895 .V5",NULL,Roma,"108p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00049,"La Chiesa Verso l'Avvenire","EYT, P.  et al.",A.V.E.,NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Original title: L'Eglise vers l'avenir",NULL,NULL,"BQT 378 .C45",NULL,Roma,"194p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00050,"Per la felicita', aspirazione delgi uomini",NULL,A.V.E.,NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 2188 .G7",NULL,Roma,"210p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00051,"FEDE e cultura","LYONNET, Stanislas...et al.","Editrice A.V.E.",NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3483 .F4",NULL,Roma,"202p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00052,"La TEOLOGIA di fronte al progresso",NULL,"Editrice AVE",NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 3432 .T4",NULL,Roma,"328p. ; 22cm.","implicazioni umane dello sviluppo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00054,"Pentecostalismo cattolico","SMET, Walter",Queriniana,NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1219 .S54",NULL,Brescia,"192(2)p. ; 20cm. SER Giornale di teologia; 87 OK 30-May-1995 RESP editoriale del card. Leo Suenens ; traduzione dal francese di Aloisio Albini",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00056,"L'interpretazione del dogma","SCHOONENBERG, Piet...et al.",Queriniana,NULL,NULL,1971,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: De interpretatie van het dogma OK 22-Mar-1995 RESP editoriale di Piet Schoonenberg ; traduzione dall'olandese di Enrico ten Kortenaar",NULL,NULL,"BQT 14 .I5",NULL,Brescia,"206p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00057,"I sacramenti punti d'incontro con Dio","SCHILLEBEECKX, Edward Heinrich",Queriniana,NULL,NULL,1966,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography ; Translation of: Sakramente als organe der Gottbegegnung",NULL,NULL,"BQT 1236 .S3",NULL,Brescia,"76p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00058,"Lo sport come ideologia","BUCCIARELLI, Claudio",A.V.E.,NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,"Includes bibliography",NULL,NULL,"GV 706 .5 .B8",NULL,Roma,"126p. ; 22cm.","alienazione o liberazione?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00059,"Guida al dialogo con le religioni",NULL,Queriniana,NULL,NULL,1968,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Vers la rencontre des Religions ; Includes bibliography OK 2-Feb-1995 RESP edizione italiana a cura di Piero Rossano ; traduzione dal francese di Tilla David",NULL,NULL,"BQT 416 .G8",NULL,Brescia,"99p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00060,Sexuality,"QUOIST, Michel...et al.","St. Paul Publications",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Problemi dell'uomo 3: Sessualita, educazione all'amore,  famiglia.",NULL,NULL,"BQT 1934 .S4",NULL,Slough,"46p. ; 22cm.","education for loving ; family life",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00061,"Forgiveness and reconciliation","CHRISTIAN, Jefery M.","St. Paul Publications",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3154 .C45",NULL,Slough,"63p. ; ill. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00062,"Il MAtrimonio cammino nella fede",NULL,"A.V.E. ",NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 2936 .M3",NULL,Roma,"244p. ; 21cm. SER Famiglia e pastorale.  Sussidi ; 11 OK 28-Mar-1996 RESP a cura di Sofia e Giovanni Dardanello ; presentazione del Card. Michele Pellegrino","strumenti di lavoro per gurppi-famiglia e per la preparazione al sacramento  del matrimonio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00063,"Linguagio, logica e Dio","FERRE, Frederick",Queriniana,NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"B 824 .6 .F45",NULL,Brescia,"357p. ; 20cm. SER Giornale di teologia, 58 OK 27-Nov-1996 RESP editoriale di Dario Antiseri ; traduzione dall'inglese di Dario Antiseri e di Antonio Pieretti",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00064,"Evangelizzazione, matrimonio e famiglia",NULL,A.V.E.,NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1423 .E98",NULL,Roma,"xx, 661p. ; 22cm.","magistero della Chiesa italiana, 1969-1975",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00065,"La Dottrina sociale cristiana","PAVAN, Pietro ; ONOFRI, Teodoro","Editrice A.V.E.",NULL,NULL,1966,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3415 .P3",NULL,Roma,"400(2)p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00066,"The LORD's prayer and Jewish liturgy",NULL,"Burns & Oates",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Das Vaterunser : Gemeinsames im Beten von Juden und  Christen",NULL,NULL,"BM 535 .V35",NULL,London,"224p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00067,"L'iter del diritto canonico finoltre il Vaticano II","LAZZARATO, Damiano",NULL,NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Inlcudes indexes",NULL,NULL,"BQV 219 .L3",NULL,Roma,"484p. ; 25cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00068,"De ignorantia in re matrimoniali","ZERA, Rolandus","Editrice Ancora",NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQV 230 .1082 .Z4",NULL,Rome,"108(2)p. ; 24cm.","eius natura iuridica et ambitus quoad consensus validitatem deque eiusdem  probatione in iudicio",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00069,"Evangelizare pauperibus",NULL,Paideia,NULL,NULL,1978,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes biliographies",NULL,NULL,"BS 680 .P7 A85",NULL,Brescia,"476p. ; 24cm.","atti della XXIV Settimana biblica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00070,"Ou en est la legislation canonique aujourd'hui?  La legislation canonique  concernant les sacrements.  Canons 731 - 910; 937 - 1011","VAN DEN BROECK, Gommaire J.",NULL,NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQV 230 .731 .V3",NULL,Rome,"182p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00071,"Ou en est la legislation canonique aujourd'hui?  La legislation canonique  concernant les Instituts religieux.  Canon 487 - 672","VAN DEN BROECK, Gommaire J.","Tipografia della Pontificia Universita Gregoriana",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQV 230 .487 .V3",NULL,Rome,"170p. ; 24cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00072,"I novissimi nella teologia contemporanea","BALTHASAR, Hans urs von",Queriniana,NULL,NULL,1967,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Eschatologie",NULL,NULL,"BQT 1456 .B3",NULL,Brescia,"81p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00073,"Introduzione alla fede","KASPER, Walter",Queriniana,NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index ; Translation of: Einfurbrung in den glauben",NULL,NULL,"BQT 260 .K3",NULL,Brescia,"216p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00074,"Metodologia per una teologia dello sviluppo","FLICK, Maurizio ; ALSZEGHY, Zoltan",Queriniana,NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3483 .F57",NULL,Brescia,"99p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00075,"Ricerca morale e scienze umane",NULL,"Edizioni Dehoniane",NULL,NULL,1979,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1901 .39 .R5",NULL,Bologna,"143p. ; 19cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00076,"Theology and Revelation","MORAN, Gabriel","Search Press",NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography and index",NULL,NULL,"BQT 264 .M6",85532-232-2,London,"221p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00078,"The Truth is concrete","SOELLE, Dorothee","Burns, Oates & Washbourne",NULL,NULL,1969,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1952 .S6",NULL,London,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00079,"Dal non-senso all'invocazione","ANTISERI, Dario",Queriniana,NULL,NULL,1976,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes bibliography",NULL,NULL,"BQT 234 .A5",NULL,Brescia,"75p. ; 19cm.","l'itinerario speculativo di Paul M. van Buren",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00080,"Elementi fondamentali di Mariologia","DEISS, Lucien",Queriniana,NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Marie, fille de Sion",NULL,NULL,"BQT 1006 .D4",NULL,Brescia,"295p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00081,"Yves Congar","JOSSUE, Jean-Pierre",Queriniana,NULL,NULL,1970,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQ 7409 .O5",NULL,Brescia,"251p. ; 20cm.","profilo di una teologia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00082,"Mysterium mortis","BOROS, Ladislaus",Queriniana,NULL,NULL,1972,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Translation of: Mysterium mortis",NULL,NULL,"BQT 1459 .B6",NULL,Brescia,"245p. ; 20cm.","l'uomo nella decisione ultima",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00083,"Practical theology of liberation","ASSMANN, Hugo","Search Press",NULL,NULL,1975,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 3418 .A8","0-85532-346-9 OK 15-Oct-1996 RESP preface by Ernesto Cardenal ; introduction by Gustavo Gutierrez ; translated from the Spanish by Paul Burns",London,"146p. ; 22cm.","Teologia desde la praxis de la liberacion",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00085,"Method in theology","LONERGAN, Bernard J.F.","Darton, Longman & Todd",NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 11 .L6 ; BQ 6913 .L6",0-232-51139-X,London,"405p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00087,"Dictionary of medical ethics",NULL,"Darton, Longman & Todd",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1904 .11 .D5 ; BJ 1725 .D5","0-232-51302-3 OK 4-Oct-1995 RESP edited by A.S. Duncan, G.R. Dunstan and R.B. Welbourn executive editor,  J.A. Rivers",London,"xv, 335(1)p. ; 23cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00088,Insight,"LONERGAN, Bernard J.F.","Darton, Longman & Todd",NULL,NULL,1958,NEW,"Knowledge, theory of",NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BD 161 .L6",0-232-51409-7,London,"xxx, 785p. ; 21cm.","a study of human understanding",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00089,"Come Holy Spirit","RAMSEY, Michael ; SUENENS, Leon Joseph","Darton, Longman & Todd",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 1219 .R3",NULL,London,"105p. ; 20cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00090,"Proposals for a new sexual ethic","DOMINIAN, Jack","Darton, Longman & Todd",NULL,NULL,1977,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 1932 .D65",0-232-51379-1,London,"90p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00091,"Words and images","MASCALL, E.L.","Libra Books",NULL,NULL,1968,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BC 199 .M3",NULL,London,"xi, 132p. ; 18cm.","a study in theological discourse",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00092,"The sane society","FROMM, Erich","Routledge & Kegan Paul",NULL,NULL,1956,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:36,NULL,NULL,NULL,NULL,"HM 271 .F75",0-7100-9637-5,London,"xiii,370p. ; 21cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00093,"Philosophy of God and theology","LONGERMAN, Bernard J.F.","Darton, Longman & Todd",NULL,NULL,1973,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,NULL,NULL,NULL,"BQT 22 .L6",NULL,London,"xi, 74p. ; 22cm. SER St. Michael's Lectures, Goncaga University, Spokane.  The Inaugural  Lectures, 1972","the relationship between philosophy of God and the functional specialty,  systematics",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
F00094,"A second collection","LONERGAN, Bernard J.F.","Darton, Longman & Todd",NULL,NULL,1974,NEW,NULL,NULL,NULL,NULL,NULL,12/09/2012,03:35,NULL,"Includes index",NULL,NULL,"BQT 5 .L6 ; BQ 6913 .L6",0-232-51280-9,London,"300p. ; 22cm.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
